id_coder,full_name,document_id,birth_date,status,withdrawal_date,average,id_clan
336,Calisto Peralta Busquets,95106588,2010-01-05,WITHDRAWN,2010-01-05,,23
337,Luna Galiano,84829525,2008-03-20,ACTIVE,2025-11-17,,23
338,Antonio Conesa-Perales,89987239,2006-05-11,ACTIVE,2025-05-18,,23
339,Kevin Hamilton,95666428,2004-01-24,ACTIVE,2025-08-01,,23
340,Martina Capdevila Pacheco,94504911,2003-12-23,ACTIVE,2025-12-10,,23
341,Perla Vázquez Anaya,88253792,2007-04-21,COMPLETED,2025-10-05,7.3,23
342,Angelino Gutierrez Cózar,81849705,2007-01-28,ACTIVE,2025-08-31,,23
343,Rhonda Price,86518415,2005-08-17,ACTIVE,2025-12-13,,23
344,Vera Tur Solera,99859553,2008-12-17,COMPLETED,2025-12-25,7.35,23
345,Charlotte Reynolds,96460615,2006-12-26,COMPLETED,2025-08-28,6.14,23
346,Sandra Hervás-Barrera,95295065,2002-09-11,ACTIVE,2025-10-05,,24
347,Pastora Rojas Tejedor,96091591,2005-05-02,ACTIVE,2025-06-15,,24
348,Efraín Cuevas Valentín,97675958,2007-01-06,WITHDRAWN,2007-01-06,,24
349,Guadalupe Alvarez Quesada,91522160,2003-03-20,ACTIVE,2025-07-27,,24
350,Jenny Sosa Cáceres,88936696,2005-09-13,ACTIVE,2025-12-28,,24
351,María Del Carmen Pelayo Gutiérrez,99777651,2004-12-05,ACTIVE,2025-06-30,,24
352,James Sweeney,88178544,2009-12-25,ACTIVE,2025-10-29,,24
353,Melinda Howard,85585918,2003-08-28,ACTIVE,2025-05-09,,24
354,Amy Holland,97292096,2007-05-13,COMPLETED,2025-04-01,8.13,24
355,Rebecca Crawford,84779801,2006-03-09,WITHDRAWN,2006-03-09,,24
356,Larry Delacruz,91135086,2003-07-11,WITHDRAWN,2003-07-11,,24
357,Valerie Hess,85467932,2002-09-16,ACTIVE,2025-06-09,,24
358,Anselmo Cañas-Gomez,81828904,2008-11-21,ACTIVE,2025-09-21,,24
359,Amparo Montero Sans,89070591,2002-05-26,COMPLETED,2026-02-07,8.15,24
360,Christine Quinn,85494648,2007-05-06,ACTIVE,2025-12-19,,24
361,Rebecca Park,80159300,2006-11-16,COMPLETED,2025-08-23,7.04,25
362,James Bond,96195897,2006-12-15,ACTIVE,2025-09-01,,25
363,James Bradley,85174806,2009-12-11,COMPLETED,2025-06-26,7.06,25
364,Christopher Mitchell,94801655,2005-07-28,ACTIVE,2025-08-02,,25
365,Gregory Reed,89226485,2001-08-21,WITHDRAWN,2001-08-21,,25
366,Mónica de Bou,84074283,2007-03-23,ACTIVE,2025-08-28,,25
367,Carlito Aparicio Roma,93458944,2002-03-14,ACTIVE,2025-07-11,,25
368,Bethany Williams,94096275,2001-07-07,WITHDRAWN,2001-07-07,,25
369,Savannah King,90082119,2009-04-18,WITHDRAWN,2009-04-18,,25
370,Violeta Álvaro Alonso,88088173,2006-10-29,ACTIVE,2026-01-06,,25
371,Russell Burch,86591744,2003-08-15,COMPLETED,2025-09-22,9.14,25
372,Brittany Peck,95553300,2002-12-11,COMPLETED,2025-07-22,7.37,25
373,Joseph Miller,94560084,2005-08-23,WITHDRAWN,2005-08-23,,25
374,Telmo Infante Bernat,88175662,2001-11-03,ACTIVE,2025-03-18,,25
375,Cindy Sullivan,80221066,2004-03-16,ACTIVE,2025-07-30,,25
376,Elizabeth Bryant,94798727,2009-08-12,ACTIVE,2025-05-06,,26
377,Samanta Valdés Madrigal,82081945,2007-12-20,ACTIVE,2025-10-22,,26
378,Jerry Blankenship,99214845,2002-08-02,COMPLETED,2025-11-15,7.61,26
379,Aurelio Riba Aliaga,82732168,2006-04-25,COMPLETED,2025-07-01,8.64,26
380,Fernanda Cerdá,99045206,2004-01-06,WITHDRAWN,2004-01-06,,26
381,Vanesa del Múgica,97322574,2004-08-10,WITHDRAWN,2004-08-10,,26
382,Ildefonso Pepito Pina Paniagua,95502815,2001-03-21,ACTIVE,2025-03-12,,26
383,Erin Ramirez,92632785,2008-03-21,ACTIVE,2025-04-05,,26
384,Julie Castro,82448798,2004-05-09,COMPLETED,2025-09-22,9.07,26
385,Concha Montes Arco,81517323,2004-02-17,COMPLETED,2026-02-11,8.27,26
386,Rebecca Collins,99996837,2001-11-29,COMPLETED,2025-10-29,7.92,26
387,Florencia Narváez Fajardo,93798296,2001-07-23,COMPLETED,2025-09-27,8.69,26
388,Micheal Fowler,94096836,2006-03-17,ACTIVE,2025-09-30,,26
389,Ashley Wilson,80999156,2004-09-17,ACTIVE,2025-08-20,,26
390,Juan Antonio de Flor,97085659,2002-12-29,ACTIVE,2025-04-19,,26
391,Jerry Gonzalez,94762257,2009-05-09,ACTIVE,2025-10-25,,27
392,Stanley Rodriguez,89505245,2004-08-04,WITHDRAWN,2004-08-04,,27
393,Alejandro Mármol Escobar,93607842,2009-10-25,WITHDRAWN,2009-10-25,,27
394,Clementina de Ayuso,92706331,2005-06-22,ACTIVE,2026-02-20,,27
395,Tina Green,96759420,2006-04-08,ACTIVE,2025-07-19,,27
396,Neil Evans,97528747,2008-02-09,WITHDRAWN,2008-02-09,,27
397,Casandra Novoa Salas,84405099,2001-10-10,WITHDRAWN,2001-10-10,,27
398,Miss Cynthia Rodriguez,88567908,2009-07-28,ACTIVE,2025-07-15,,27
399,Mr. Jeffery Maxwell,93656078,2006-04-09,ACTIVE,2025-05-25,,27
400,Brian Gregory,96205586,2006-02-27,ACTIVE,2025-11-10,,27
401,María Pilar de Flores,93347743,2007-07-20,WITHDRAWN,2007-07-20,,27
402,Plácido Guardiola-Tormo,86991754,2005-11-19,ACTIVE,2025-10-09,,27
403,María Ángeles Calista Jaume Arco,90993326,2009-03-18,WITHDRAWN,2009-03-18,,27
404,María Carmen Martin Luís,95362092,2002-12-15,ACTIVE,2025-12-16,,27
405,Ester Berrocal Osuna,98762684,2004-11-06,ACTIVE,2026-01-05,,27
406,Anthony Bailey,91880615,2006-10-30,ACTIVE,2025-08-25,,28
407,Fabiola Macías Reig,94917975,2009-01-27,ACTIVE,2025-07-02,,28
408,Roberto Carlos,89174752,2002-05-29,ACTIVE,2025-10-09,,28
409,Candelas Manzano Peralta,91755665,2008-08-17,ACTIVE,2025-08-12,,28
410,Gervasio Juan Carlos Bonilla Suárez,82987654,2010-02-07,COMPLETED,2025-05-04,6.51,28
411,Jose Luis Bauzà Millán,80615947,2009-05-08,ACTIVE,2026-02-27,,28
412,Águeda del Asensio,96641299,2007-04-19,ACTIVE,2025-09-28,,28
413,William White Jr.,89614506,2001-03-24,ACTIVE,2025-05-27,,28
414,Espiridión del Castellanos,90261755,2007-12-11,WITHDRAWN,2007-12-11,,28
415,Benjamin King,97178890,2008-01-08,ACTIVE,2025-09-20,,28
416,Darrell Hernandez,87417330,2008-06-29,ACTIVE,2025-06-05,,28
417,David Macias,86140611,2003-10-28,COMPLETED,2025-08-18,8.52,28
418,Laura Perez,94704710,2006-03-03,ACTIVE,2025-09-20,,28
419,Edu Alemany Domínguez,88499119,2005-12-19,ACTIVE,2026-01-11,,28
420,Shelby Lamb,84668371,2002-09-01,ACTIVE,2025-06-20,,28
421,Aristides Leiva Perez,88300678,2006-09-27,ACTIVE,2025-10-16,,29
422,José Ángel Revilla Coca,89623705,2002-08-23,COMPLETED,2025-06-24,9.08,29
423,Savannah Gill,86924159,2004-09-22,ACTIVE,2026-02-13,,29
424,Nuria Plana-Royo,91632946,2005-09-12,ACTIVE,2026-01-05,,29
425,Eli Espejo Llopis,87998169,2007-11-08,ACTIVE,2025-04-26,,29
426,Emily Williams,87167765,2006-05-09,COMPLETED,2025-04-21,7.4,29
427,Galo Atienza Riera,82800959,2005-07-03,ACTIVE,2025-08-21,,29
428,Desiree Lynn,97915325,2007-05-01,WITHDRAWN,2007-05-01,,29
429,Nereida Jaén Laguna,83348034,2006-08-19,ACTIVE,2025-12-15,,29
430,Allison Reeves,89737885,2009-12-29,COMPLETED,2025-10-02,8.11,29
431,Carina Gutierrez Roura,84592098,2007-03-31,ACTIVE,2026-02-22,,29
432,Noemí Perelló-Mateo,93738409,2003-08-26,COMPLETED,2026-01-18,8.45,29
433,Marie Hanson,80944357,2003-01-10,COMPLETED,2025-06-07,8.77,29
434,Jim Jones,97105616,2003-10-11,COMPLETED,2025-06-26,8.18,29
435,Bautista del Hernando,97448911,2001-06-23,WITHDRAWN,2001-06-23,,29
436,Michael Mathis,93937495,2004-03-17,ACTIVE,2025-08-07,,30
437,Katie Mckenzie,81999087,2008-10-26,ACTIVE,2025-06-24,,30
438,Ismael Casado Huerta,84494505,2001-11-08,ACTIVE,2025-05-22,,30
439,Adrian Martin,95079857,2006-06-26,ACTIVE,2025-07-08,,30
440,Cleto Dalmau Barroso,92772285,2009-05-13,COMPLETED,2025-11-24,7.69,30
441,Melinda Allen,97485954,2003-06-30,WITHDRAWN,2003-06-30,,30
442,Yolanda Thompson,85982789,2003-08-12,ACTIVE,2025-05-22,,30
443,Jose Coloma Pina,99420728,2002-11-29,ACTIVE,2025-07-27,,30
444,Amber Simon,81450230,2005-09-12,ACTIVE,2025-06-08,,30
445,Karen Lee,83011024,2007-05-07,WITHDRAWN,2007-05-07,,30
446,Joshua Walker,87567111,2004-09-10,ACTIVE,2026-02-17,,30
447,Jesse Gross,97641252,2006-03-11,WITHDRAWN,2006-03-11,,30
448,Abigail Nelson DDS,89334944,2001-09-09,ACTIVE,2025-09-03,,30
449,Brunilda del Jordá,81170584,2003-02-22,ACTIVE,2026-02-05,,30
450,Annette Ruiz,98780563,2002-12-07,ACTIVE,2025-11-21,,30
451,Randall Stewart,99864345,2002-08-09,ACTIVE,2025-06-08,,31
452,Anna Atkins,95870596,2009-02-09,WITHDRAWN,2009-02-09,,31
453,Christopher Sims,95776062,2004-03-25,COMPLETED,2025-10-18,8.81,31
454,Conrado Goicoechea Roselló,83854450,2002-11-22,ACTIVE,2025-12-13,,31
455,Aristides Blanch,92647386,2004-03-24,ACTIVE,2026-01-11,,31
456,Troy White,96944467,2001-07-09,ACTIVE,2025-12-28,,31
457,Katherine Davis,88667793,2010-01-03,ACTIVE,2025-09-14,,31
458,Leslie Walsh,98109065,2009-03-15,WITHDRAWN,2009-03-15,,31
459,Samantha Price,89000467,2008-03-14,COMPLETED,2025-12-22,8.3,31
460,Sebastian Piña Carpio,80692966,2005-06-15,ACTIVE,2025-05-14,,31
461,Fernanda Villa Checa,83696796,2005-03-01,ACTIVE,2025-07-12,,31
462,Christian Baker,87402385,2002-02-04,COMPLETED,2025-07-03,6.35,31
463,Ana Williams,84066302,2006-01-27,ACTIVE,2025-05-21,,31
464,Christine Wilson,82403431,2006-03-01,WITHDRAWN,2006-03-01,,31
465,Angelina Vila Quirós,86189160,2010-01-22,ACTIVE,2026-02-12,,31
466,Gema Flora López Villalba,81016192,2009-02-03,ACTIVE,2025-03-14,,32
467,Lucio Tena Pascual,80632404,2003-02-03,ACTIVE,2025-05-08,,32
468,Alejandra Martí Aguilar,80696574,2005-12-06,ACTIVE,2025-04-20,,32
469,Nilda Espinosa Delgado,91467206,2003-09-12,ACTIVE,2025-11-26,,32
470,Scott Moss,97129702,2001-08-30,COMPLETED,2026-02-24,6.54,32
471,Candelaria Benítez Boada,86939773,2003-07-05,COMPLETED,2026-02-23,7.23,32
472,Robert Davis,80094687,2003-04-19,ACTIVE,2025-08-23,,32
473,Wanda Hodges DDS,86408037,2004-07-04,COMPLETED,2025-06-04,7.22,32
474,Molly Craig,93260895,2002-10-26,ACTIVE,2025-10-18,,32
475,Leopoldo Expósito-Lara,81919583,2003-11-10,ACTIVE,2025-07-13,,32
476,William Gill,88060960,2008-07-14,ACTIVE,2025-06-25,,32
477,Arthur Rivers,95784417,2008-12-10,WITHDRAWN,2008-12-10,,32
478,Colleen Campbell PhD,97534986,2001-10-01,WITHDRAWN,2001-10-01,,32
479,Tania Haro-Villalba,93308649,2004-04-18,WITHDRAWN,2004-04-18,,32
480,Celestino Antúnez,84015998,2008-05-07,ACTIVE,2025-08-16,,32
481,Conrado Rubén Losa Cabrera,88110261,2009-09-06,ACTIVE,2026-01-12,,33
482,Jessica Stevens,84087292,2004-10-07,COMPLETED,2025-04-09,7.27,33
483,Dr. Nicole Cooper,88694524,2004-12-03,WITHDRAWN,2004-12-03,,33
484,Christie Williams,98199248,2009-12-02,ACTIVE,2025-07-07,,33
485,Evita Aguirre,89064373,2006-06-19,ACTIVE,2025-08-30,,33
486,Olga Frutos Izaguirre,88860356,2008-02-15,ACTIVE,2026-01-26,,33
487,Eladio del Escolano,82827238,2003-02-17,ACTIVE,2026-02-20,,33
488,Ignacia Macías Villegas,82514968,2006-07-18,COMPLETED,2025-04-15,6.5,33
489,Fito Valcárcel Giménez,94017433,2005-08-26,ACTIVE,2026-03-05,,33
490,Nathan Duran,92967660,2010-02-22,ACTIVE,2026-02-27,,33
491,Danielle Smith,80826811,2004-03-26,WITHDRAWN,2004-03-26,,33
492,Allen Colon,99762927,2003-03-11,ACTIVE,2026-02-02,,33
493,Jake Taylor,87103281,2008-11-23,WITHDRAWN,2008-11-23,,33
494,Prudencia Catalá Saura,90229631,2003-06-29,WITHDRAWN,2003-06-29,,33
495,Brandon Woods,95312700,2009-01-20,ACTIVE,2025-10-07,,33
496,Jessica Jones,84050625,2001-07-19,ACTIVE,2025-08-06,,34
497,Kristen Salinas,85115607,2006-03-16,ACTIVE,2025-07-07,,34
498,Anna Hernandez,89829996,2007-09-06,COMPLETED,2025-03-21,9.25,34
499,Cathy Gonzalez,90994240,2002-05-28,WITHDRAWN,2002-05-28,,34
500,Bautista Alfonso-Torre,86020092,2004-01-26,ACTIVE,2025-04-16,,34
501,Nieves de Carpio,85394070,2001-12-05,COMPLETED,2026-03-06,6.67,34
502,April Mcintyre,97558436,2006-10-16,COMPLETED,2025-11-12,8.8,34
503,Trevor Brooks,95935778,2004-07-01,COMPLETED,2026-02-21,8.91,34
504,Nicole Moore,89736201,2004-10-13,ACTIVE,2025-05-30,,34
505,Tony Mckinney,96136264,2006-11-17,ACTIVE,2025-07-10,,34
506,Teo Morante Martin,97596666,2001-08-18,WITHDRAWN,2001-08-18,,34
507,Dorita Moles Castelló,98315521,2004-07-15,ACTIVE,2025-08-03,,34
508,Gregory Miller,84728029,2002-02-23,ACTIVE,2026-02-07,,34
509,Godofredo Cañete Vicens,81598249,2006-04-08,COMPLETED,2025-12-25,6.56,34
510,John Torres,96395353,2009-11-04,ACTIVE,2025-03-16,,34
511,Kendra Wilson,86697943,2002-10-04,COMPLETED,2025-08-06,8.3,35
512,Celestina Álvarez Millán,90432134,2009-12-24,WITHDRAWN,2009-12-24,,35
513,Nicholas Smith,86696062,2002-11-28,ACTIVE,2025-12-21,,35
514,Heliodoro Haroldo Uría Requena,92107828,2006-10-17,ACTIVE,2025-05-17,,35
515,Aitor Arturo Portero García,88248543,2001-06-24,ACTIVE,2025-12-30,,35
516,Bernabé Piñol-Mata,90945196,2004-05-17,ACTIVE,2025-08-21,,35
517,Stephanie Gonzalez DVM,91981491,2006-05-15,ACTIVE,2025-06-10,,35
518,Jennifer Baker,84735896,2009-10-13,ACTIVE,2025-10-12,,35
519,Rosalía Juan Aparicio,98893725,2008-08-13,ACTIVE,2025-09-19,,35
520,Inocencio Camps Uría,81722508,2006-04-18,WITHDRAWN,2006-04-18,,35
521,Rafaela Canales Bilbao,97349456,2006-05-27,ACTIVE,2025-06-13,,35
522,Melanie Williams,81442194,2004-05-17,ACTIVE,2025-06-03,,35
523,Cesar Buendía Miguel,89161032,2002-10-24,ACTIVE,2025-04-28,,35
524,Haley Foster,85094530,2007-01-23,ACTIVE,2025-06-06,,35
525,Belén Anglada Amor,81804729,2009-06-30,ACTIVE,2026-01-17,,35
526,Gregory Lopez,96232441,2002-08-28,ACTIVE,2025-06-17,,36
527,Amanda Green,89281341,2006-12-05,ACTIVE,2025-07-21,,36
528,Edwin Young,90590537,2008-11-15,ACTIVE,2025-10-26,,36
529,Joshua Schwartz,99236033,2005-11-08,WITHDRAWN,2005-11-08,,36
530,Sarah Sanford,88954365,2004-07-13,WITHDRAWN,2004-07-13,,36
531,Anselma González Ayllón,97611130,2002-07-03,ACTIVE,2025-06-12,,36
532,Michael Shea,92505654,2004-11-26,ACTIVE,2025-08-05,,36
533,Ainara Carrillo Lasa,86896319,2009-04-02,WITHDRAWN,2009-04-02,,36
534,Timothy Carlson,89974265,2009-06-12,ACTIVE,2025-08-26,,36
535,Ronald Harris,82068285,2005-02-10,ACTIVE,2025-05-29,,36
536,Kevin Smith,86259112,2007-07-10,ACTIVE,2025-09-12,,36
537,Mark Vaughn,95676926,2003-03-01,ACTIVE,2025-03-25,,36
538,Angélica Díaz Jover,86597671,2009-01-26,ACTIVE,2025-09-15,,36
539,Matthew Macdonald,81527966,2009-01-20,ACTIVE,2025-10-18,,36
540,Adelia Diego-Soria,94977827,2003-01-31,WITHDRAWN,2003-01-31,,36
541,Fabio Diaz,98232218,2009-09-05,ACTIVE,2025-08-18,,37
542,Leonel Ayuso,99796594,2008-03-18,WITHDRAWN,2008-03-18,,37
543,Ashlee Nelson,81679520,2005-09-01,ACTIVE,2025-11-19,,37
544,Dominga Ramírez Riba,80827157,2006-04-08,ACTIVE,2026-01-27,,37
545,Maria Thomas,92397439,2006-03-07,ACTIVE,2026-01-13,,37
546,Cesar Donaire,96304920,2005-06-09,WITHDRAWN,2005-06-09,,37
547,Jennifer Watkins,97174133,2008-08-04,ACTIVE,2025-07-24,,37
548,Chema Cantón Ferrando,87786325,2008-10-27,ACTIVE,2026-01-29,,37
549,Sally Castro,90080667,2005-02-17,ACTIVE,2025-05-27,,37
550,Amor Calderon Miguel,90151355,2005-07-22,ACTIVE,2025-12-14,,37
551,Quique Danilo Puente Farré,86460790,2008-05-21,ACTIVE,2025-09-11,,37
552,Luz Zamora Jaén,86306921,2001-12-20,WITHDRAWN,2001-12-20,,37
553,Pánfilo Rey-Mayo,92582204,2007-03-27,ACTIVE,2025-12-02,,37
554,Robert Trujillo,99636280,2010-02-11,ACTIVE,2025-11-22,,37
555,Tamara Ingram,87446722,2002-10-31,ACTIVE,2025-08-13,,37
556,Anselma Barroso,90997283,2006-01-20,WITHDRAWN,2006-01-20,,38
557,Kenneth Reynolds,80285333,2003-01-14,COMPLETED,2025-06-01,6.47,38
558,Michael Davis,90435179,2007-03-27,WITHDRAWN,2007-03-27,,38
559,Fabiola Sáenz Quintana,91969651,2006-07-29,ACTIVE,2025-10-16,,38
560,Íngrid Violeta Coll Espejo,93915168,2005-02-23,ACTIVE,2025-09-11,,38
561,Eliana Arnau López,92931448,2002-06-20,WITHDRAWN,2002-06-20,,38
562,Chad Ball,94954837,2004-05-21,ACTIVE,2025-12-07,,38
563,Jacinto Luis Ángel Agullo Iborra,88676410,2004-07-06,ACTIVE,2025-08-21,,38
564,Gastón Velázquez Teruel,93950432,2003-01-26,COMPLETED,2025-07-10,8.35,38
565,Gina Johnson,93681659,2004-02-27,ACTIVE,2025-03-22,,38
566,Venceslás Barroso,83376610,2002-12-13,WITHDRAWN,2002-12-13,,38
567,Ámbar Montalbán Carpio,84403449,2001-06-02,ACTIVE,2025-12-18,,38
568,Megan Fields,94556729,2007-09-27,WITHDRAWN,2007-09-27,,38
569,Ale de Ojeda,97178532,2007-03-27,WITHDRAWN,2007-03-27,,38
570,Nichole Hamilton,98525024,2008-08-04,WITHDRAWN,2008-08-04,,38
571,Nazario Benítez Herrero,94318227,2008-04-27,COMPLETED,2026-02-09,6.28,39
572,John Noble,85543110,2009-08-14,ACTIVE,2025-07-20,,39
573,Kelly Baker,93066183,2002-02-11,ACTIVE,2025-04-16,,39
574,Amy Gutierrez,82539710,2007-03-26,WITHDRAWN,2007-03-26,,39
575,Cindy Charles,92616984,2006-02-17,WITHDRAWN,2006-02-17,,39
576,Ricarda Llamas Montaña,85821053,2002-05-04,COMPLETED,2025-08-14,7.69,39
577,Anthony Hunt,94080650,2003-01-03,ACTIVE,2025-11-28,,39
578,Felicia Johnston,82400636,2002-08-17,COMPLETED,2025-11-07,7.09,39
579,Shannon Thomas,97798696,2006-09-20,WITHDRAWN,2006-09-20,,39
580,John Mendoza,83250597,2007-12-17,ACTIVE,2025-09-03,,39
581,Todd White,97063546,2006-03-24,WITHDRAWN,2006-03-24,,39
582,Michael Knight,80242135,2001-05-14,COMPLETED,2025-04-07,8.5,39
583,Simón Herranz Asenjo,83609958,2009-09-05,ACTIVE,2025-06-10,,39
584,Salomón de Real,92104996,2008-05-27,ACTIVE,2026-02-12,,39
585,Alba de Carranza,93102466,2009-03-29,ACTIVE,2025-04-05,,39
586,Alexa Rodriguez,91984498,2009-01-04,WITHDRAWN,2009-01-04,,40
587,Micaela Lucena,82487633,2004-03-12,WITHDRAWN,2004-03-12,,40
588,Theresa Williams,80821820,2006-01-19,ACTIVE,2025-08-26,,40
589,Pacífica Oliveras Vazquez,84941939,2008-01-27,ACTIVE,2026-03-01,,40
590,María Luisa Berenguer Jiménez,89287633,2008-07-08,ACTIVE,2025-09-01,,40
591,Nicholas Davis,99470376,2007-05-27,ACTIVE,2025-09-21,,40
592,Alex Escalona-Pavón,84372035,2007-07-26,ACTIVE,2025-06-24,,40
593,Jose Carlos Garzón Ugarte,89582447,2003-03-06,WITHDRAWN,2003-03-06,,40
594,Jonatan Quevedo Blanch,87957132,2007-11-11,WITHDRAWN,2007-11-11,,40
595,Basilio de Lluch,96013340,2005-08-11,ACTIVE,2025-07-03,,40
596,Martin Perez Sosa,89630886,2009-01-28,COMPLETED,2025-12-21,6.28,40
597,Filomena Cisneros,94654499,2009-12-01,ACTIVE,2025-10-04,,40
598,Christopher Ayers,98973760,2008-08-22,ACTIVE,2025-11-03,,40
599,Garrett Green,85848851,2007-06-11,ACTIVE,2025-08-04,,40
600,Shannon Murphy,91649583,2001-09-22,ACTIVE,2025-12-31,,40
601,Ciriaco Méndez Aznar,84298154,2005-12-22,WITHDRAWN,2005-12-22,,41
602,Rebecca Day,88925063,2002-10-25,ACTIVE,2026-02-12,,41
603,Narcisa Delgado Arnau,84464601,2004-12-15,ACTIVE,2025-07-31,,41
604,Kevin Crosby,81399026,2004-09-18,ACTIVE,2025-07-07,,41
605,Josefina del Rincón,87692245,2009-05-23,ACTIVE,2025-08-06,,41
606,Danielle Fischer,95753154,2006-08-24,ACTIVE,2025-06-17,,41
607,Kimberly Lewis,92099928,2002-01-12,WITHDRAWN,2002-01-12,,41
608,Jack Lambert,92117491,2004-07-18,WITHDRAWN,2004-07-18,,41
609,Bryan Smith,98389755,2006-09-19,WITHDRAWN,2006-09-19,,41
610,Mariah Ramos,81269504,2009-03-14,ACTIVE,2025-10-01,,41
611,Jennifer Acevedo,94334572,2005-05-01,WITHDRAWN,2005-05-01,,41
612,Ruy Hernández Pineda,97947320,2003-11-28,ACTIVE,2025-08-10,,41
613,Juan Pablo Colom Gaya,81844991,2005-02-21,ACTIVE,2025-07-17,,41
614,Santos Manjón Casanova,96201024,2006-11-12,ACTIVE,2025-10-31,,41
615,Karen Williams,84583080,2003-01-04,WITHDRAWN,2003-01-04,,41
616,April Pruitt,98600881,2002-06-15,ACTIVE,2025-12-12,,42
617,Randy Gonzalez,95315332,2007-07-17,ACTIVE,2025-05-07,,42
618,Melania Mora Casanova,80768601,2005-09-13,ACTIVE,2026-03-01,,42
619,Kenneth Olson III,81121130,2008-07-09,ACTIVE,2025-07-14,,42
620,Jenaro Romero Pizarro,83380474,2004-10-28,COMPLETED,2025-06-22,9.43,42
621,Calisto del Gomez,84453439,2006-05-10,ACTIVE,2025-03-26,,42
622,Sarah Williams,83469134,2003-03-31,ACTIVE,2025-07-25,,42
623,Christine Garcia,97115730,2003-04-21,ACTIVE,2025-06-29,,42
624,Reyna Villalobos Julián,96271903,2002-12-16,COMPLETED,2025-11-26,7.16,42
625,Ismael Muro,80061039,2006-10-05,ACTIVE,2025-05-16,,42
626,Pamela Collins MD,91870482,2006-03-17,ACTIVE,2025-09-08,,42
627,Linda Bolton,96526768,2009-04-19,COMPLETED,2025-04-08,9.49,42
628,Silvio Pla Solera,83931182,2001-07-26,ACTIVE,2025-10-28,,42
629,Carl Massey,93831149,2007-11-20,ACTIVE,2025-04-23,,42
630,Asunción Barbero Montesinos,82814563,2006-10-31,COMPLETED,2025-06-09,6.35,42
631,Richard Anderson,83942048,2009-01-03,ACTIVE,2025-10-04,,43
632,Megan Stewart,87363047,2005-06-27,ACTIVE,2025-10-27,,43
633,Sara Estrada Bustamante,87256355,2004-03-08,ACTIVE,2025-05-30,,43
634,Deborah Owens,95282749,2002-05-07,ACTIVE,2025-10-15,,43
635,Leslie Rios,99783960,2006-11-20,COMPLETED,2026-02-01,6.45,43
636,Belen Garriga-Barros,91541746,2007-07-19,ACTIVE,2026-02-24,,43
637,Gerardo Gárate Mena,95047419,2006-04-29,COMPLETED,2025-09-20,8.33,43
638,Cloe Moreno Lucena,98679457,2006-01-11,ACTIVE,2026-01-01,,43
639,Joshua Jones,98870218,2003-05-24,ACTIVE,2025-09-30,,43
640,Julia del Cuéllar,93991776,2005-03-20,ACTIVE,2025-04-19,,43
641,Baudelio Acevedo-Saavedra,89635760,2010-02-25,COMPLETED,2025-05-24,8.6,43
642,Chelo Ferrández Noriega,88308292,2008-03-15,COMPLETED,2025-12-18,6.95,43
643,Cristina Cifuentes Pinedo,92330708,2004-08-10,WITHDRAWN,2004-08-10,,43
644,Alicia Martinez,96704620,2003-11-13,COMPLETED,2025-06-04,7.39,43
645,Matthew Davis,88896952,2007-02-08,WITHDRAWN,2007-02-08,,43
646,Rosenda Viana-Rojas,85968299,2002-10-09,ACTIVE,2025-05-08,,44
647,Olimpia Toledo Aguado,96026876,2004-02-17,ACTIVE,2025-05-01,,44
648,Nicole Walker,97135944,2005-08-23,COMPLETED,2026-02-14,6.48,44
649,Ryan Wood,95733014,2009-08-21,ACTIVE,2025-06-27,,44
650,Billy Miller,98737112,2002-08-31,WITHDRAWN,2002-08-31,,44
651,Deanna Mendoza,88780154,2003-04-30,ACTIVE,2025-04-26,,44
652,Jeffrey Anderson,91000136,2005-08-02,ACTIVE,2025-06-06,,44
653,Ruth Mccullough,93208024,2001-12-17,ACTIVE,2025-11-08,,44
654,James Webster,93395362,2007-06-13,ACTIVE,2025-03-18,,44
655,Brandon Mills,93042809,2002-08-10,ACTIVE,2025-11-10,,44
656,John Rojas,82516176,2009-04-30,ACTIVE,2025-11-17,,44
657,Troy Leblanc,87570771,2006-12-28,ACTIVE,2025-10-02,,44
658,Débora Salom Gabaldón,92508737,2007-02-08,ACTIVE,2025-06-11,,44
659,Evelia Ávila-Hurtado,98759078,2003-06-25,ACTIVE,2025-03-19,,44
660,Judith Maristela Castells Bermúdez,90404674,2008-04-23,WITHDRAWN,2008-04-23,,44
661,Cándida Polo Piquer,85768272,2008-08-06,ACTIVE,2025-05-22,,45
662,Tomasa Salvador Laguna,80458936,2009-05-26,COMPLETED,2026-01-09,7.38,45
663,Chase Rice,80806124,2007-08-12,ACTIVE,2025-06-18,,45
664,Sheila Ayala,85484181,2004-08-25,ACTIVE,2025-08-09,,45
665,Zachary Garcia MD,90027104,2005-09-04,WITHDRAWN,2005-09-04,,45
666,Carlos Palma Cobos,94967730,2006-05-22,ACTIVE,2025-09-16,,45
667,Miguel Cortés Llopis,89551560,2003-08-07,COMPLETED,2026-02-22,7.81,45
668,Heather Johnson,94081946,2007-02-15,ACTIVE,2025-12-03,,45
669,Graciano Madrigal Moya,87621503,2005-05-05,ACTIVE,2025-04-27,,45
670,Mikayla Jensen,88682987,2008-03-13,ACTIVE,2025-08-12,,45
671,Remedios Águila-Tolosa,98400070,2006-02-18,ACTIVE,2025-06-13,,45
672,Emiliana de Oliver,86053493,2006-03-25,ACTIVE,2025-05-12,,45
